/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_09_785.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_09_785.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_09_785.jpg,0,0,0,2.664441E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_09_849.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_09_849.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_09_849.jpg,0,0,0,5.165927E-06
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_09_918.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_09_918.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_09_918.jpg,0,0,0,1.753665E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_09_990.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_09_990.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_09_990.jpg,0,0,0,1.114823E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_087.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_087.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_087.jpg,0,0,0,8.275725E-06
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_154.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_154.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_154.jpg,0,0,0,1.115255E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_223.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_223.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_223.jpg,0,0,0,1.658786E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_292.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_292.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_292.jpg,0,0,0,8.853442E-06
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_363.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_363.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_363.jpg,0,0,0,1.294552E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_431.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_431.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_431.jpg,0,0,0,2.374536E-05
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_499.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_499.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_499.jpg,0,0,0,8.290948E-06
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_620.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_620.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_620.jpg,0,0.242256,0,0.2278722
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_724.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_724.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_724.jpg,0,0.5325962,0,0.7186496
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_792.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_792.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_792.jpg,0,0.737532,0,1.230553
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_860.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_860.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_860.jpg,0,0.9422282,0,2.054761
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_10_921.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_10_921.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_10_921.jpg,0,1,0,2.758068
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_019.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_019.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_019.jpg,0,1,0,3.930112
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_089.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_089.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_089.jpg,0,1,0,4.864647
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_159.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_159.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_159.jpg,-0.1,1,0,5.55871
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_226.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_226.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_226.jpg,-0.25,1,0,6.24011
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_296.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_296.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_296.jpg,-0.45,1,0,7.12557
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_363.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_363.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_363.jpg,-0.6000001,1,0,7.77
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_431.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_431.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_431.jpg,0,1,0,8.628684
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_499.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_499.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_499.jpg,0,1,0,9.299895
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_567.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_567.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_567.jpg,0,1,0,9.96936
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_635.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_635.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_635.jpg,0,1,0,10.85625
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_704.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_704.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_704.jpg,0,1,0,11.61561
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_770.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_770.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_770.jpg,0,1,0,12.43018
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_842.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_842.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_842.jpg,-0.1,1,0,13.06766
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_11_941.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_11_941.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_11_941.jpg,-0.35,1,0,14.1973
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_024.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_024.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_024.jpg,-0.5500001,1,0,14.912
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_079.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_079.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_079.jpg,-0.7,1,0,15.35301
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_149.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_149.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_149.jpg,0,1,0,16.1103
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_249.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_249.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_249.jpg,0,1,0,17.28836
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_318.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_318.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_318.jpg,-0.05,1,0,17.71527
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_386.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_386.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_386.jpg,-0.2,1,0,18.50658
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_455.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_455.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_455.jpg,0,1,0,19.28457
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_523.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_523.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_523.jpg,0,1,0,19.76384
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_591.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_591.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_591.jpg,0,1,0,20.58724
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_665.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_665.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_665.jpg,0,1,0,21.27121
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_758.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_758.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_758.jpg,-0.25,1,0,22.18578
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_826.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_826.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_826.jpg,-0.4,1,0,22.74673
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_893.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_893.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_893.jpg,-0.6000001,1,0,23.37779
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_12_962.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_12_962.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_12_962.jpg,-0.7500002,1,0,23.79517
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_061.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_061.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_061.jpg,-1,1,0,24.40655
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_131.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_131.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_131.jpg,-1,1,0,24.92278
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_221.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_221.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_221.jpg,0,1,0,25.55462
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_300.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_300.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_300.jpg,0,1,0,26.24506
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_390.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_390.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_390.jpg,0,1,0,27.16987
/Users/harshbhakta/Desktop/CSE 240/Project/IMG/center_2020_02_05_17_25_13_461.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/left_2020_02_05_17_25_13_461.jpg,/Users/harshbhakta/Desktop/CSE 240/Project/IMG/right_2020_02_05_17_25_13_461.jpg,0,1,0,27.71151
