image,steering
IMG/center_2016_12_01_13_32_43_457.jpg,0.061759900000000006
IMG/left_2016_12_01_13_32_43_457.jpg,0.061759900000000006
IMG/right_2016_12_01_13_32_43_457.jpg,0.061759900000000006
IMG/center_2016_12_01_13_32_43_558.jpg,0.05219137
IMG/left_2016_12_01_13_32_43_558.jpg,0.05219137
IMG/right_2016_12_01_13_32_43_558.jpg,0.05219137
IMG/center_2016_12_01_13_32_43_659.jpg,0.05219137
IMG/left_2016_12_01_13_32_43_659.jpg,0.05219137
IMG/right_2016_12_01_13_32_43_659.jpg,0.05219137
IMG/center_2016_12_01_13_32_43_761.jpg,0.3679529
IMG/left_2016_12_01_13_32_43_761.jpg,0.3679529
IMG/right_2016_12_01_13_32_43_761.jpg,0.3679529
IMG/center_2016_12_01_13_32_43_862.jpg,0.5784606
IMG/left_2016_12_01_13_32_43_862.jpg,0.5784606
IMG/right_2016_12_01_13_32_43_862.jpg,0.5784606
IMG/center_2016_12_01_13_32_43_963.jpg,0.5784606
IMG/left_2016_12_01_13_32_43_963.jpg,0.5784606
IMG/right_2016_12_01_13_32_43_963.jpg,0.5784606
IMG/center_2016_12_01_13_32_45_275.jpg,0.08089697
IMG/left_2016_12_01_13_32_45_275.jpg,0.08089697
IMG/right_2016_12_01_13_32_45_275.jpg,0.08089697
IMG/center_2016_12_01_13_32_45_477.jpg,0.09046549999999999
IMG/left_2016_12_01_13_32_45_477.jpg,0.09046549999999999
IMG/right_2016_12_01_13_32_45_477.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_45_578.jpg,0.15744520000000004
IMG/left_2016_12_01_13_32_45_578.jpg,0.15744520000000004
IMG/right_2016_12_01_13_32_45_578.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_45_780.jpg,0.1765823
IMG/left_2016_12_01_13_32_45_780.jpg,0.1765823
IMG/right_2016_12_01_13_32_45_780.jpg,0.1765823
IMG/center_2016_12_01_13_32_46_285.jpg,-0.0787459
IMG/left_2016_12_01_13_32_46_285.jpg,-0.0787459
IMG/right_2016_12_01_13_32_46_285.jpg,-0.0787459
IMG/center_2016_12_01_13_32_46_385.jpg,-0.0787459
IMG/left_2016_12_01_13_32_46_385.jpg,-0.0787459
IMG/right_2016_12_01_13_32_46_385.jpg,-0.0787459
IMG/center_2016_12_01_13_32_47_192.jpg,0.09046549999999999
IMG/left_2016_12_01_13_32_47_192.jpg,0.09046549999999999
IMG/right_2016_12_01_13_32_47_192.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_47_293.jpg,0.38709
IMG/left_2016_12_01_13_32_47_293.jpg,0.38709
IMG/right_2016_12_01_13_32_47_293.jpg,0.38709
IMG/center_2016_12_01_13_32_47_394.jpg,0.3583844
IMG/left_2016_12_01_13_32_47_394.jpg,0.3583844
IMG/right_2016_12_01_13_32_47_394.jpg,0.3583844
IMG/center_2016_12_01_13_32_47_495.jpg,0.05219137
IMG/left_2016_12_01_13_32_47_495.jpg,0.05219137
IMG/right_2016_12_01_13_32_47_495.jpg,0.05219137
IMG/center_2016_12_01_13_32_48_302.jpg,-0.05975719
IMG/left_2016_12_01_13_32_48_302.jpg,-0.05975719
IMG/right_2016_12_01_13_32_48_302.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_402.jpg,-0.05975719
IMG/left_2016_12_01_13_32_48_402.jpg,-0.05975719
IMG/right_2016_12_01_13_32_48_402.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_604.jpg,-0.05975719
IMG/left_2016_12_01_13_32_48_604.jpg,-0.05975719
IMG/right_2016_12_01_13_32_48_604.jpg,-0.05975719
IMG/center_2016_12_01_13_32_48_705.jpg,-0.05975719
IMG/left_2016_12_01_13_32_48_705.jpg,-0.05975719
IMG/right_2016_12_01_13_32_48_705.jpg,-0.05975719
IMG/center_2016_12_01_13_32_49_008.jpg,-0.05975719
IMG/left_2016_12_01_13_32_49_008.jpg,-0.05975719
IMG/right_2016_12_01_13_32_49_008.jpg,-0.05975719
IMG/center_2016_12_01_13_32_49_109.jpg,-0.05975719
IMG/left_2016_12_01_13_32_49_109.jpg,-0.05975719
IMG/right_2016_12_01_13_32_49_109.jpg,-0.05975719
IMG/center_2016_12_01_13_32_51_538.jpg,0.1287396
IMG/left_2016_12_01_13_32_51_538.jpg,0.1287396
IMG/right_2016_12_01_13_32_51_538.jpg,0.1287396
IMG/center_2016_12_01_13_32_51_639.jpg,0.21485639999999998
IMG/left_2016_12_01_13_32_51_639.jpg,0.21485639999999998
IMG/right_2016_12_01_13_32_51_639.jpg,0.21485639999999998
IMG/center_2016_12_01_13_32_51_740.jpg,0.21485639999999998
IMG/left_2016_12_01_13_32_51_740.jpg,0.21485639999999998
IMG/right_2016_12_01_13_32_51_740.jpg,0.21485639999999998
IMG/center_2016_12_01_13_32_52_350.jpg,-0.08824026
IMG/left_2016_12_01_13_32_52_350.jpg,-0.08824026
IMG/right_2016_12_01_13_32_52_350.jpg,-0.08824026
IMG/center_2016_12_01_13_32_52_450.jpg,-0.23065560000000002
IMG/left_2016_12_01_13_32_52_450.jpg,-0.23065560000000002
IMG/right_2016_12_01_13_32_52_450.jpg,-0.23065560000000002
IMG/center_2016_12_01_13_32_52_551.jpg,-0.23065560000000002
IMG/left_2016_12_01_13_32_52_551.jpg,-0.23065560000000002
IMG/right_2016_12_01_13_32_52_551.jpg,-0.23065560000000002
IMG/center_2016_12_01_13_32_52_652.jpg,-0.15470079999999997
IMG/left_2016_12_01_13_32_52_652.jpg,-0.15470079999999997
IMG/right_2016_12_01_13_32_52_652.jpg,-0.15470079999999997
IMG/center_2016_12_01_13_32_53_055.jpg,0.04262284
IMG/left_2016_12_01_13_32_53_055.jpg,0.04262284
IMG/right_2016_12_01_13_32_53_055.jpg,0.04262284
IMG/center_2016_12_01_13_32_53_156.jpg,0.15744520000000004
IMG/left_2016_12_01_13_32_53_156.jpg,0.15744520000000004
IMG/right_2016_12_01_13_32_53_156.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_53_257.jpg,0.1478767
IMG/left_2016_12_01_13_32_53_257.jpg,0.1478767
IMG/right_2016_12_01_13_32_53_257.jpg,0.1478767
IMG/center_2016_12_01_13_32_53_357.jpg,0.1765823
IMG/left_2016_12_01_13_32_53_357.jpg,0.1765823
IMG/right_2016_12_01_13_32_53_357.jpg,0.1765823
IMG/center_2016_12_01_13_32_53_459.jpg,0.2531306
IMG/left_2016_12_01_13_32_53_459.jpg,0.2531306
IMG/right_2016_12_01_13_32_53_459.jpg,0.2531306
IMG/center_2016_12_01_13_32_53_764.jpg,-0.135712
IMG/left_2016_12_01_13_32_53_764.jpg,-0.135712
IMG/right_2016_12_01_13_32_53_764.jpg,-0.135712
IMG/center_2016_12_01_13_32_53_865.jpg,-0.2781274
IMG/left_2016_12_01_13_32_53_865.jpg,-0.2781274
IMG/right_2016_12_01_13_32_53_865.jpg,-0.2781274
IMG/center_2016_12_01_13_32_53_966.jpg,-0.32559920000000003
IMG/left_2016_12_01_13_32_53_966.jpg,-0.32559920000000003
IMG/right_2016_12_01_13_32_53_966.jpg,-0.32559920000000003
IMG/center_2016_12_01_13_32_54_067.jpg,-0.2591387
IMG/left_2016_12_01_13_32_54_067.jpg,-0.2591387
IMG/right_2016_12_01_13_32_54_067.jpg,-0.2591387
IMG/center_2016_12_01_13_32_54_472.jpg,0.04262284
IMG/left_2016_12_01_13_32_54_472.jpg,0.04262284
IMG/right_2016_12_01_13_32_54_472.jpg,0.04262284
IMG/center_2016_12_01_13_32_54_574.jpg,0.09046549999999999
IMG/left_2016_12_01_13_32_54_574.jpg,0.09046549999999999
IMG/right_2016_12_01_13_32_54_574.jpg,0.09046549999999999
IMG/center_2016_12_01_13_32_54_674.jpg,0.15744520000000004
IMG/left_2016_12_01_13_32_54_674.jpg,0.15744520000000004
IMG/right_2016_12_01_13_32_54_674.jpg,0.15744520000000004
IMG/center_2016_12_01_13_32_54_775.jpg,0.243562
IMG/left_2016_12_01_13_32_54_775.jpg,0.243562
IMG/right_2016_12_01_13_32_54_775.jpg,0.243562
IMG/center_2016_12_01_13_32_54_875.jpg,0.2626991
IMG/left_2016_12_01_13_32_54_875.jpg,0.2626991
IMG/right_2016_12_01_13_32_54_875.jpg,0.2626991
IMG/center_2016_12_01_13_32_54_976.jpg,0.2626991
IMG/left_2016_12_01_13_32_54_976.jpg,0.2626991
IMG/right_2016_12_01_13_32_54_976.jpg,0.2626991
IMG/center_2016_12_01_13_32_55_078.jpg,0.2626991
